id,food_code,component,unity,value
120367,BRC0408A,Carboidrato total,g,78.90
120368,BRC0408A,Carboidrato disponível,g,74.30
120369,BRC0408A,Proteína,g,6.66
120370,BRC0408A,Lipídios,g,2.13
120371,BRC0408A,Fibra alimentar,g,4.56
120372,BRC0408A,Álcool,g,0.00
120373,BRC0408A,Cinzas,g,0.65
120374,BRC0408A,Colesterol,mg,0.00
120375,BRC0408A,Ácidos graxos saturados,g,0.40
120376,BRC0408A,Ácidos graxos monoinsaturados,g,0.40
120377,BRC0408A,Ácidos graxos poliinsaturados,g,0.60
120378,BRC0408A,Ácidos graxos trans,g,0.00
120379,BRC0408A,Cálcio,mg,1.29
120380,BRC0408A,Ferro,mg,6.45
120381,BRC0408A,Sódio,mg,44.90
120382,BRC0408A,Magnésio,mg,31.00
120383,BRC0408A,Fósforo,mg,84.20
120384,BRC0408A,Potássio,mg,57.90
120385,BRC0408A,Manganês,mg,0.81
120386,BRC0408A,Zinco,mg,0.60
120387,BRC0408A,Cobre,mg,0.27
120388,BRC0408A,Selênio,mcg,3.80
120389,BRC0408A,Vitamina A (RE),mcg,30.70
120390,BRC0408A,Vitamina A (RAE),mcg,15.40
120391,BRC0408A,Vitamina D,mcg,0.00
120392,BRC0408A,Alfa-tocoferol (Vitamina E),mg,0.23
120393,BRC0408A,Tiamina,mg,0.25
120394,BRC0408A,Riboflavina,mg,0.00
120395,BRC0408A,Niacina,mg,0.00
120396,BRC0408A,Vitamina B6,mg,0.25
120397,BRC0408A,Vitamina B12,mcg,0.00
120398,BRC0408A,Vitamina C,mg,0.00
120399,BRC0408A,Equivalente de folato,mcg,279.00
120400,BRC0408A,Sal de adição,g,0.00
120401,BRC0408A,Açúcar de adição,g,0.00
120402,BRC0408A,Gordura de adição,g,0.00
120403,BRC0408A,Proteína vegetal,g,6.66
120404,BRC0408A,Proteína animal,g,0.00
120405,BRC0128A,Energia,kJ,1500.00
120406,BRC0128A,Energia,kcal,354.00
120407,BRC0128A,Umidade,g,11.10
120408,BRC0128A,Carboidrato total,g,79.80
120409,BRC0128A,Carboidrato disponível,g,75.80
120410,BRC0128A,Proteína,g,6.85
120411,BRC0128A,Lipídios,g,1.70
120412,BRC0128A,Fibra alimentar,g,3.98
120413,BRC0128A,Álcool,g,0.00
120414,BRC0128A,Cinzas,g,0.61
120415,BRC0128A,Colesterol,mg,0.00
120416,BRC0128A,Ácidos graxos saturados,g,0.40
120417,BRC0128A,Ácidos graxos monoinsaturados,g,0.43
120418,BRC0128A,Ácidos graxos poliinsaturados,g,0.70
120419,BRC0128A,Ácidos graxos trans,g,0.00
120420,BRC0128A,Cálcio,mg,5.05
120421,BRC0128A,Ferro,mg,1.49
120422,BRC0128A,Sódio,mg,115.00
120423,BRC0128A,Magnésio,mg,22.50
120424,BRC0128A,Fósforo,mg,77.80
120425,BRC0128A,Potássio,mg,51.70
120426,BRC0128A,Manganês,mg,0.20
120427,BRC0128A,Zinco,mg,0.51
120428,BRC0128A,Cobre,mg,0.17
120429,BRC0128A,Selênio,mcg,0.00
120430,BRC0128A,Vitamina A (RE),mcg,25.60
120431,BRC0128A,Vitamina A (RAE),mcg,12.80
120432,BRC0128A,Vitamina D,mcg,4.72
120433,BRC0128A,Alfa-tocoferol (Vitamina E),mg,0.00
120434,BRC0128A,Tiamina,mg,0.14
120435,BRC0128A,Riboflavina,mg,0.00
120436,BRC0128A,Niacina,mg,0.00
120437,BRC0128A,Vitamina B6,mg,0.12
120438,BRC0128A,Vitamina B12,mcg,0.00
120439,BRC0128A,Vitamina C,mg,0.00
120440,BRC0128A,Equivalente de folato,mcg,300.00
120441,BRC0128A,Sal de adição,g,0.00
120442,BRC0128A,Açúcar de adição,g,0.00
120443,BRC0128A,Gordura de adição,g,0.00
120444,BRC0128A,Proteína vegetal,g,6.85
120445,BRC0128A,Proteína animal,g,0.00
120446,BRC0468A,Energia,kJ,1482.00
120447,BRC0468A,Energia,kcal,352.00
120448,BRC0468A,Umidade,g,21.80
120449,BRC0468A,Carboidrato total,g,61.90
120450,BRC0468A,Carboidrato disponível,g,58.50
120451,BRC0468A,Proteína,g,5.48
120452,BRC0468A,Lipídios,g,9.91
120453,BRC0468A,Fibra alimentar,g,3.40
120454,BRC0468A,Álcool,g,0.00
120455,BRC0468A,Cinzas,g,0.88
120456,BRC0468A,Colesterol,mg,0.00
120457,BRC0468A,Ácidos graxos saturados,g,1.62
120458,BRC0468A,Ácidos graxos monoinsaturados,g,2.68
120459,BRC0468A,Ácidos graxos poliinsaturados,g,6.09
120460,BRC0468A,Ácidos graxos trans,g,0.00
120461,BRC0468A,Cálcio,mg,2.79
120462,BRC0468A,Ferro,mg,3.76
120463,BRC0468A,Sódio,mg,187.00
120464,BRC0468A,Magnésio,mg,41.00
120465,BRC0468A,Fósforo,mg,80.30
120466,BRC0468A,Potássio,mg,85.80
120467,BRC0468A,Manganês,mg,0.27
120468,BRC0468A,Zinco,mg,0.95
120469,BRC0468A,Cobre,mg,0.08
120470,BRC0468A,Selênio,mcg,2.95
120471,BRC0468A,Vitamina A (RE),mcg,5.66
120472,BRC0468A,Vitamina A (RAE),mcg,2.83
120473,BRC0468A,Vitamina D,mcg,0.00
120474,BRC0468A,Alfa-tocoferol (Vitamina E),mg,0.37
120475,BRC0468A,Tiamina,mg,0.16
120476,BRC0468A,Riboflavina,mg,0.00
120477,BRC0468A,Niacina,mg,0.53
120478,BRC0468A,Vitamina B6,mg,0.00
120479,BRC0468A,Vitamina B12,mcg,0.00
120480,BRC0468A,Vitamina C,mg,0.00
120481,BRC0468A,Equivalente de folato,mcg,164.00
120482,BRC0468A,Sal de adição,g,0.47
120483,BRC0468A,Açúcar de adição,g,0.00
120484,BRC0468A,Gordura de adição,g,0.00
120485,BRC0468A,Proteína vegetal,g,0.00
120486,BRC0468A,Proteína animal,g,0.00
120487,BRC0127A,Energia,kJ,43.00
120488,BRC0127A,Energia,kcal,10.00
120489,BRC0127A,Umidade,g,90.60
120490,BRC0127A,Carboidrato total,g,6.60
120491,BRC0127A,Carboidrato disponível,g,0.56
120492,BRC0127A,Proteína,g,1.41
120493,BRC0127A,Lipídios,g,0.21
120494,BRC0127A,Fibra alimentar,g,0.25
120495,BRC0127A,Álcool,g,0.00
120496,BRC0127A,Cinzas,g,1.95
120497,BRC0127A,Colesterol,mg,0.00
120498,BRC0127A,Ácidos graxos saturados,g,0.03
120499,BRC0127A,Ácidos graxos monoinsaturados,g,0.05
120500,BRC0127A,Ácidos graxos poliinsaturados,g,0.08
120501,BRC0127A,Ácidos graxos trans,g,0.00
120502,BRC0127A,Cálcio,mg,1.06
120503,BRC0127A,Ferro,mg,0.16
120504,BRC0127A,Sódio,mg,0.35
120505,BRC0127A,Magnésio,mg,9.22
120506,BRC0127A,Fósforo,mg,27.30
120507,BRC0127A,Potássio,mg,77.30
120508,BRC0127A,Manganês,mg,0.04
120509,BRC0127A,Zinco,mg,0.22
120510,BRC0127A,Cobre,mg,0.02
120511,BRC0127A,Selênio,mcg,0.00
120512,BRC0127A,Vitamina A (RE),mcg,4.19
120513,BRC0127A,Vitamina A (RAE),mcg,2.09
120514,BRC0127A,Vitamina D,mcg,0.00
120515,BRC0127A,Alfa-tocoferol (Vitamina E),mg,0.01
120516,BRC0127A,Tiamina,mg,0.03
120517,BRC0127A,Riboflavina,mg,0.02
120518,BRC0127A,Niacina,mg,0.60
120519,BRC0127A,Vitamina B6,mg,0.05
120520,BRC0127A,Vitamina B12,mcg,0.00
120521,BRC0127A,Vitamina C,mg,1.95
120522,BRC0127A,Equivalente de folato,mcg,8.15
120523,BRC0127A,Sal de adição,g,0.00
120524,BRC0127A,Açúcar de adição,g,0.00
120525,BRC0127A,Gordura de adição,g,0.00
120526,BRC0127A,Proteína vegetal,g,1.41
120527,BRC0127A,Proteína animal,g,0.00
120528,BRC0005A,Energia,kJ,1497.00
120529,BRC0005A,Energia,kcal,355.00
120530,BRC0005A,Umidade,g,8.79
120531,BRC0005A,Carboidrato total,g,76.40
120532,BRC0005A,Carboidrato disponível,g,65.20
120533,BRC0005A,Proteína,g,10.00
120534,BRC0005A,Lipídios,g,3.48
120535,BRC0005A,Fibra alimentar,g,11.20
120536,BRC0005A,Álcool,g,0.00
120537,BRC0005A,Cinzas,g,1.34
120538,BRC0005A,Colesterol,mg,0.00
120539,BRC0005A,Ácidos graxos saturados,g,0.49
120540,BRC0005A,Ácidos graxos monoinsaturados,g,0.92
120541,BRC0005A,Ácidos graxos poliinsaturados,g,1.59
120542,BRC0005A,Ácidos graxos trans,g,0.00
120543,BRC0005A,Cálcio,mg,2.65
120544,BRC0005A,Ferro,mg,1.09
120545,BRC0005A,Sódio,mg,4.06
120546,BRC0005A,Magnésio,mg,85.20
120547,BRC0005A,Fósforo,mg,211.00
120548,BRC0005A,Potássio,mg,240.00
120549,BRC0005A,Manganês,mg,0.61
120550,BRC0005A,Zinco,mg,1.92
120551,BRC0005A,Cobre,mg,0.43
120552,BRC0005A,Selênio,mcg,15.00
120553,BRC0005A,Vitamina A (RE),mcg,15.70
120554,BRC0005A,Vitamina A (RAE),mcg,7.85
120555,BRC0005A,Vitamina D,mcg,0.00
120556,BRC0005A,Alfa-tocoferol (Vitamina E),mg,0.36
120557,BRC0005A,Tiamina,mg,0.03
120558,BRC0005A,Riboflavina,mg,0.03
120559,BRC0005A,Niacina,mg,3.50
120560,BRC0005A,Vitamina B6,mg,0.60
120561,BRC0005A,Vitamina B12,mcg,0.00
120562,BRC0005A,Vitamina C,mg,0.00
120563,BRC0005A,Equivalente de folato,mcg,18.40
120564,BRC0005A,Sal de adição,g,0.00
120565,BRC0005A,Açúcar de adição,g,0.00
120566,BRC0005A,Gordura de adição,g,0.00
120567,BRC0005A,Proteína vegetal,g,10.00
120568,BRC0005A,Proteína animal,g,0.00
120569,BRC0055N,Energia,kJ,1672.00
120570,BRC0055N,Energia,kcal,398.00
120571,BRC0055N,Umidade,g,1.66
120572,BRC0055N,Carboidrato total,g,75.40
120573,BRC0055N,Carboidrato disponível,g,57.50
120574,BRC0055N,Proteína,g,9.74
120575,BRC0055N,Lipídios,g,10.40
120576,BRC0055N,Fibra alimentar,g,17.90
120577,BRC0055N,Álcool,g,0.00
120578,BRC0055N,Cinzas,g,2.78
120579,BRC0055N,Colesterol,mg,0.00
120580,BRC0055N,Ácidos graxos saturados,g,1.55
120581,BRC0055N,Ácidos graxos monoinsaturados,g,4.48
120582,BRC0055N,Ácidos graxos poliinsaturados,g,3.92
120583,BRC0055N,Ácidos graxos trans,g,0.00
120584,BRC0055N,Cálcio,mg,11.10
120585,BRC0055N,Ferro,mg,2.31
120586,BRC0055N,Sódio,mg,546.00
120587,BRC0055N,Magnésio,mg,152.00
120588,BRC0055N,Fósforo,mg,267.00
120589,BRC0055N,Potássio,mg,243.00
120590,BRC0055N,Manganês,mg,0.00
120591,BRC0055N,Zinco,mg,3.88
120592,BRC0055N,Cobre,mg,0.55
120593,BRC0055N,Selênio,mcg,8.70
120594,BRC0055N,Vitamina A (RE),mcg,6.40
120595,BRC0055N,Vitamina A (RAE),mcg,3.20
120596,BRC0055N,Vitamina D,mcg,0.00
120597,BRC0055N,Alfa-tocoferol (Vitamina E),mg,0.55
120598,BRC0055N,Tiamina,mg,0.35
120599,BRC0055N,Riboflavina,mg,0.11
120600,BRC0055N,Niacina,mg,2.09
120601,BRC0055N,Vitamina B6,mg,0.17
120602,BRC0055N,Vitamina B12,mcg,0.00
120603,BRC0055N,Vitamina C,mg,0.00
120604,BRC0055N,Equivalente de folato,mcg,17.20
120605,BRC0055N,Sal de adição,g,0.00
120606,BRC0055N,Açúcar de adição,g,0.00
120607,BRC0055N,Gordura de adição,g,0.00
120608,BRC0055N,Proteína vegetal,g,0.00
120609,BRC0055N,Proteína animal,g,0.00
120610,BRC0206A,Energia,kJ,1726.00
120611,BRC0206A,Energia,kcal,412.00
120612,BRC0206A,Umidade,g,11.20
120613,BRC0206A,Carboidrato total,g,56.80
120614,BRC0206A,Carboidrato disponível,g,49.70
120615,BRC0206A,Proteína,g,13.30
120616,BRC0206A,Lipídios,g,16.20
120617,BRC0206A,Fibra alimentar,g,7.09
120618,BRC0206A,Álcool,g,0.00
120619,BRC0206A,Cinzas,g,2.50
120620,BRC0206A,Colesterol,mg,0.00
120621,BRC0206A,Ácidos graxos saturados,g,2.53
120622,BRC0206A,Ácidos graxos monoinsaturados,g,3.64
120623,BRC0206A,Ácidos graxos poliinsaturados,g,8.61
120624,BRC0206A,Ácidos graxos trans,g,0.00
120625,BRC0206A,Cálcio,mg,3.60
120626,BRC0206A,Ferro,mg,1.78
120627,BRC0206A,Sódio,mg,610.00
120628,BRC0206A,Magnésio,mg,71.00
120629,BRC0206A,Fósforo,mg,178.00
120630,BRC0206A,Potássio,mg,163.00
120631,BRC0206A,Manganês,mg,0.57
120632,BRC0206A,Zinco,mg,2.79
120633,BRC0206A,Cobre,mg,0.15
120634,BRC0206A,Selênio,mcg,0.00
120635,BRC0206A,Vitamina A (RE),mcg,0.00
120636,BRC0206A,Vitamina A (RAE),mcg,2.97
120637,BRC0206A,Vitamina D,mcg,0.00
120638,BRC0206A,Alfa-tocoferol (Vitamina E),mg,10.00
120639,BRC0206A,Tiamina,mg,0.12
120640,BRC0206A,Riboflavina,mg,0.05
120641,BRC0206A,Niacina,mg,1.07
120642,BRC0206A,Vitamina B6,mg,0.10
120643,BRC0206A,Vitamina B12,mcg,0.00
120644,BRC0206A,Vitamina C,mg,0.27
120645,BRC0206A,Equivalente de folato,mcg,22.50
120646,BRC0206A,Sal de adição,g,0.00
120647,BRC0206A,Açúcar de adição,g,0.00
120648,BRC0206A,Gordura de adição,g,0.00
120649,BRC0206A,Proteína vegetal,g,0.00
120650,BRC0206A,Proteína animal,g,0.00
120651,BRC0133A,Energia,kJ,1741.00
120652,BRC0133A,Energia,kcal,417.00
120653,BRC0133A,Umidade,g,11.10
120654,BRC0133A,Carboidrato total,g,59.00
120655,BRC0133A,Carboidrato disponível,g,43.90
120656,BRC0133A,Proteína,g,7.70
120657,BRC0133A,Lipídios,g,20.10
120658,BRC0133A,Fibra alimentar,g,15.10
120659,BRC0133A,Álcool,g,0.00
120660,BRC0133A,Cinzas,g,2.14
120661,BRC0133A,Colesterol,mg,0.00
120662,BRC0133A,Ácidos graxos saturados,g,3.15
120663,BRC0133A,Ácidos graxos monoinsaturados,g,4.53
120664,BRC0133A,Ácidos graxos poliinsaturados,g,10.70
120665,BRC0133A,Ácidos graxos trans,g,0.00
120666,BRC0133A,Cálcio,mg,3.60
120667,BRC0133A,Ferro,mg,1.78
120668,BRC0133A,Sódio,mg,610.00
120669,BRC0133A,Magnésio,mg,71.10
120670,BRC0133A,Fósforo,mg,179.00
120671,BRC0133A,Potássio,mg,163.00
120672,BRC0133A,Manganês,mg,0.57
120673,BRC0133A,Zinco,mg,2.79
120674,BRC0133A,Cobre,mg,0.15
120675,BRC0133A,Selênio,mcg,0.00
120676,BRC0133A,Vitamina A (RE),mcg,7.20
120677,BRC0133A,Vitamina A (RAE),mcg,3.69
120678,BRC0133A,Vitamina D,mcg,0.00
120679,BRC0133A,Alfa-tocoferol (Vitamina E),mg,12.50
120680,BRC0133A,Tiamina,mg,0.12
120681,BRC0133A,Riboflavina,mg,0.05
120682,BRC0133A,Niacina,mg,1.08
120683,BRC0133A,Vitamina B6,mg,0.10
120684,BRC0133A,Vitamina B12,mcg,0.00
120685,BRC0133A,Vitamina C,mg,0.27
120686,BRC0133A,Equivalente de folato,mcg,22.50
120687,BRC0133A,Sal de adição,g,0.00
120688,BRC0133A,Açúcar de adição,g,0.00
120689,BRC0133A,Gordura de adição,g,0.00
120690,BRC0133A,Proteína vegetal,g,0.00
120691,BRC0133A,Proteína animal,g,0.00
120692,BRC0031N,Energia,kJ,1492.00
120693,BRC0031N,Energia,kcal,356.00
120694,BRC0031N,Umidade,g,12.20
120695,BRC0031N,Carboidrato total,g,67.30
120696,BRC0031N,Carboidrato disponível,g,51.30
120697,BRC0031N,Proteína,g,8.70
120698,BRC0031N,Lipídios,g,9.30
120699,BRC0031N,Fibra alimentar,g,16.00
120700,BRC0031N,Álcool,g,0.00
120701,BRC0031N,Cinzas,g,2.48
120702,BRC0031N,Colesterol,mg,0.00
120703,BRC0031N,Ácidos graxos saturados,g,1.46
120704,BRC0031N,Ácidos graxos monoinsaturados,g,2.10
120705,BRC0031N,Ácidos graxos poliinsaturados,g,4.95
120706,BRC0031N,Ácidos graxos trans,g,0.00
120707,BRC0031N,Cálcio,mg,3.56
120708,BRC0031N,Ferro,mg,1.76
120709,BRC0031N,Sódio,mg,603.00
120710,BRC0031N,Magnésio,mg,70.20
120711,BRC0031N,Fósforo,mg,176.00
120712,BRC0031N,Potássio,mg,161.00
120713,BRC0031N,Manganês,mg,0.56
120714,BRC0031N,Zinco,mg,2.76
120715,BRC0031N,Cobre,mg,0.14
120716,BRC0031N,Selênio,mcg,0.00
120717,BRC0031N,Vitamina A (RE),mcg,0.00
120718,BRC0031N,Vitamina A (RAE),mcg,1.71
120719,BRC0031N,Vitamina D,mcg,0.00
120720,BRC0031N,Alfa-tocoferol (Vitamina E),mg,5.77
120721,BRC0031N,Tiamina,mg,0.12
120722,BRC0031N,Riboflavina,mg,0.05
120723,BRC0031N,Niacina,mg,1.06
120724,BRC0031N,Vitamina B6,mg,0.10
120725,BRC0031N,Vitamina B12,mcg,0.00
120726,BRC0031N,Vitamina C,mg,0.27
120727,BRC0031N,Equivalente de folato,mcg,22.20
120728,BRC0031N,Sal de adição,g,0.00
120729,BRC0031N,Açúcar de adição,g,0.00
120730,BRC0031N,Gordura de adição,g,0.00
120731,BRC0031N,Proteína vegetal,g,8.70
120732,BRC0031N,Proteína animal,g,0.00
120733,BRC0054N,Energia,kJ,1492.00
120734,BRC0054N,Energia,kcal,356.00
120735,BRC0054N,Umidade,g,12.20
120736,BRC0054N,Carboidrato total,g,67.30
120737,BRC0054N,Carboidrato disponível,g,51.30
120738,BRC0054N,Proteína,g,8.70
120739,BRC0054N,Lipídios,g,9.30
120740,BRC0054N,Fibra alimentar,g,16.00
120741,BRC0054N,Álcool,g,0.00
120742,BRC0054N,Cinzas,g,2.48
120743,BRC0054N,Colesterol,mg,0.00
120744,BRC0054N,Ácidos graxos saturados,g,1.39
120745,BRC0054N,Ácidos graxos monoinsaturados,g,4.00
120746,BRC0054N,Ácidos graxos poliinsaturados,g,3.50
120747,BRC0054N,Ácidos graxos trans,g,0.00
120748,BRC0054N,Cálcio,mg,9.94
120749,BRC0054N,Ferro,mg,2.06
120750,BRC0054N,Sódio,mg,487.00
120751,BRC0054N,Magnésio,mg,136.00
120752,BRC0054N,Fósforo,mg,238.00
120753,BRC0054N,Potássio,mg,217.00
120754,BRC0054N,Manganês,mg,0.00
120755,BRC0054N,Zinco,mg,3.46
120756,BRC0054N,Cobre,mg,0.49
120757,BRC0054N,Selênio,mcg,7.77
120758,BRC0054N,Vitamina A (RE),mcg,17.60
120759,BRC0054N,Vitamina A (RAE),mcg,8.81
120760,BRC0054N,Vitamina D,mcg,0.00
120761,BRC0054N,Alfa-tocoferol (Vitamina E),mg,0.49
120762,BRC0054N,Tiamina,mg,0.32
120763,BRC0054N,Riboflavina,mg,0.10
120764,BRC0054N,Niacina,mg,1.87
120765,BRC0054N,Vitamina B6,mg,0.15
120766,BRC0054N,Vitamina B12,mcg,0.00
120767,BRC0054N,Vitamina C,mg,0.00
120768,BRC0054N,Equivalente de folato,mcg,15.40
120769,BRC0054N,Sal de adição,g,0.00
120770,BRC0054N,Açúcar de adição,g,0.00
120771,BRC0054N,Gordura de adição,g,0.00
120772,BRC0054N,Proteína vegetal,g,0.00
120773,BRC0054N,Proteína animal,g,0.00
120774,BRC0134A,Energia,kJ,1741.00
120775,BRC0134A,Energia,kcal,416.00
120776,BRC0134A,Umidade,g,11.50
120777,BRC0134A,Carboidrato total,g,59.10
120778,BRC0134A,Carboidrato disponível,g,49.40
120779,BRC0134A,Proteína,g,7.50
120780,BRC0134A,Lipídios,g,18.80
120781,BRC0134A,Fibra alimentar,g,9.70
120782,BRC0134A,Álcool,g,0.00
120783,BRC0134A,Cinzas,g,3.07
120784,BRC0134A,Colesterol,mg,0.00
120785,BRC0134A,Ácidos graxos saturados,g,2.94
120786,BRC0134A,Ácidos graxos monoinsaturados,g,4.23
120787,BRC0134A,Ácidos graxos poliinsaturados,g,10.00
120788,BRC0134A,Ácidos graxos trans,g,0.00
120789,BRC0134A,Cálcio,mg,3.58
120790,BRC0134A,Ferro,mg,1.77
120791,BRC0134A,Sódio,mg,608.00
120792,BRC0134A,Magnésio,mg,70.80
120793,BRC0134A,Fósforo,mg,178.00
120794,BRC0134A,Potássio,mg,163.00
120795,BRC0134A,Manganês,mg,0.56
120796,BRC0134A,Zinco,mg,2.78
120797,BRC0134A,Cobre,mg,0.15
120798,BRC0134A,Selênio,mcg,0.00
120799,BRC0134A,Vitamina A (RE),mcg,6.80
120800,BRC0134A,Vitamina A (RAE),mcg,3.45
120801,BRC0134A,Vitamina D,mcg,0.00
120802,BRC0134A,Alfa-tocoferol (Vitamina E),mg,11.70
120803,BRC0134A,Tiamina,mg,0.12
120804,BRC0134A,Riboflavina,mg,0.05
120805,BRC0134A,Niacina,mg,1.07
120806,BRC0134A,Vitamina B6,mg,0.10
120807,BRC0134A,Vitamina B12,mcg,0.00
120808,BRC0134A,Vitamina C,mg,0.27
120809,BRC0134A,Equivalente de folato,mcg,22.40
120810,BRC0134A,Sal de adição,g,0.00
120811,BRC0134A,Açúcar de adição,g,0.00
120812,BRC0134A,Gordura de adição,g,0.00
120813,BRC0134A,Proteína vegetal,g,0.00
120814,BRC0134A,Proteína animal,g,0.00
120815,BRC0135A,Energia,kJ,1772.00
120816,BRC0135A,Energia,kcal,424.00
120817,BRC0135A,Umidade,g,11.50
120818,BRC0135A,Carboidrato total,g,57.50
120819,BRC0135A,Carboidrato disponível,g,46.50
120820,BRC0135A,Proteína,g,7.80
120821,BRC0135A,Lipídios,g,20.60
120822,BRC0135A,Fibra alimentar,g,11.00
120823,BRC0135A,Álcool,g,0.00
120824,BRC0135A,Cinzas,g,2.65
120825,BRC0135A,Colesterol,mg,0.00
120826,BRC0135A,Ácidos graxos saturados,g,3.23
120827,BRC0135A,Ácidos graxos monoinsaturados,g,4.64
120828,BRC0135A,Ácidos graxos poliinsaturados,g,11.00
120829,BRC0135A,Ácidos graxos trans,g,0.00
120830,BRC0135A,Cálcio,mg,3.58
120831,BRC0135A,Ferro,mg,1.77
120832,BRC0135A,Sódio,mg,608.00
120833,BRC0135A,Magnésio,mg,70.80
120834,BRC0135A,Fósforo,mg,178.00
120835,BRC0135A,Potássio,mg,163.00
120836,BRC0135A,Manganês,mg,0.56
120837,BRC0135A,Zinco,mg,2.78
120838,BRC0135A,Cobre,mg,0.15
120839,BRC0135A,Selênio,mcg,0.00
120840,BRC0135A,Vitamina A (RE),mcg,7.40
120841,BRC0135A,Vitamina A (RAE),mcg,3.78
120842,BRC0135A,Vitamina D,mcg,0.00
120843,BRC0135A,Alfa-tocoferol (Vitamina E),mg,12.80
120844,BRC0135A,Tiamina,mg,0.12
120845,BRC0135A,Riboflavina,mg,0.05
120846,BRC0135A,Niacina,mg,1.07
120847,BRC0135A,Vitamina B6,mg,0.10
120848,BRC0135A,Vitamina B12,mcg,0.00
120849,BRC0135A,Vitamina C,mg,0.27
120850,BRC0135A,Equivalente de folato,mcg,22.40
120851,BRC0135A,Sal de adição,g,0.00
120852,BRC0135A,Açúcar de adição,g,0.00
120853,BRC0135A,Gordura de adição,g,0.00
120854,BRC0135A,Proteína vegetal,g,0.00
120855,BRC0135A,Proteína animal,g,0.00
120856,BRC0136A,Energia,kJ,1708.00
120857,BRC0136A,Energia,kcal,409.00
120858,BRC0136A,Umidade,g,11.00
120859,BRC0136A,Carboidrato total,g,61.10
120860,BRC0136A,Carboidrato disponível,g,48.10
120861,BRC0136A,Proteína,g,8.40
120862,BRC0136A,Lipídios,g,17.40
120863,BRC0136A,Fibra alimentar,g,13.00
120864,BRC0136A,Álcool,g,0.00
120865,BRC0136A,Cinzas,g,2.10
120866,BRC0136A,Colesterol,mg,0.00
120867,BRC0136A,Ácidos graxos saturados,g,2.73
120868,BRC0136A,Ácidos graxos monoinsaturados,g,3.92
120869,BRC0136A,Ácidos graxos poliinsaturados,g,9.27
120870,BRC0136A,Ácidos graxos trans,g,0.00
120871,BRC0136A,Cálcio,mg,3.60
120872,BRC0136A,Ferro,mg,1.78
120873,BRC0136A,Sódio,mg,611.00
120874,BRC0136A,Magnésio,mg,71.20
120875,BRC0136A,Fósforo,mg,179.00
120876,BRC0136A,Potássio,mg,163.00
120877,BRC0136A,Manganês,mg,0.57
120878,BRC0136A,Zinco,mg,2.79
120879,BRC0136A,Cobre,mg,0.15
120880,BRC0136A,Selênio,mcg,0.00
120881,BRC0136A,Vitamina A (RE),mcg,6.20
120882,BRC0136A,Vitamina A (RAE),mcg,3.20
120883,BRC0136A,Vitamina D,mcg,0.00
120884,BRC0136A,Alfa-tocoferol (Vitamina E),mg,10.80
120885,BRC0136A,Tiamina,mg,0.12
120886,BRC0136A,Riboflavina,mg,0.05
120887,BRC0136A,Niacina,mg,1.08
120888,BRC0136A,Vitamina B6,mg,0.10
120889,BRC0136A,Vitamina B12,mcg,0.00
120890,BRC0136A,Vitamina C,mg,0.27
120891,BRC0136A,Equivalente de folato,mcg,22.50
120892,BRC0136A,Sal de adição,g,0.00
120893,BRC0136A,Açúcar de adição,g,0.00
120894,BRC0136A,Gordura de adição,g,0.00
120895,BRC0136A,Proteína vegetal,g,0.00
120896,BRC0136A,Proteína animal,g,0.00
120897,BRC0832A,Energia,kJ,1796.00
120898,BRC0832A,Energia,kcal,427.00
120899,BRC0832A,Umidade,g,2.30
120900,BRC0832A,Carboidrato total,g,76.00
120901,BRC0832A,Carboidrato disponível,g,64.60
120902,BRC0832A,Proteína,g,7.98
120903,BRC0832A,Lipídios,g,12.70
120904,BRC0832A,Fibra alimentar,g,11.40
120905,BRC0832A,Álcool,g,0.00
120906,BRC0832A,Cinzas,g,0.92
120907,BRC0832A,Colesterol,mg,0.00
120908,BRC0832A,Ácidos graxos saturados,g,1.89
120909,BRC0832A,Ácidos graxos monoinsaturados,g,2.95
120910,BRC0832A,Ácidos graxos poliinsaturados,g,7.35
120911,BRC0832A,Ácidos graxos trans,g,0.00
120912,BRC0832A,Cálcio,mg,2.96
120913,BRC0832A,Ferro,mg,0.95
120914,BRC0832A,Sódio,mg,5.90
120915,BRC0832A,Magnésio,mg,72.80
120916,BRC0832A,Fósforo,mg,180.00
120917,BRC0832A,Potássio,mg,205.00
120918,BRC0832A,Manganês,mg,0.52
120919,BRC0832A,Zinco,mg,1.64
120920,BRC0832A,Cobre,mg,0.37
120921,BRC0832A,Selênio,mcg,5.96
120922,BRC0832A,Vitamina A (RE),mcg,0.90
120923,BRC0832A,Vitamina A (RAE),mcg,0.46
120924,BRC0832A,Vitamina D,mcg,0.00
120925,BRC0832A,Alfa-tocoferol (Vitamina E),mg,0.00
120926,BRC0832A,Tiamina,mg,0.02
120927,BRC0832A,Riboflavina,mg,0.02
120928,BRC0832A,Niacina,mg,0.00
120929,BRC0832A,Vitamina B6,mg,0.00
120930,BRC0832A,Vitamina B12,mcg,0.00
120931,BRC0832A,Vitamina C,mg,0.00
120932,BRC0832A,Equivalente de folato,mcg,13.60
120933,BRC0832A,Sal de adição,g,0.00
120934,BRC0832A,Açúcar de adição,g,20.00
120935,BRC0832A,Gordura de adição,g,0.00
120936,BRC0832A,Proteína vegetal,g,7.98
120937,BRC0832A,Proteína animal,g,0.00
120938,BRC0455A,Energia,kJ,1816.00
