id,food_code,description,weight_g
1637,BRC0305F,Pedaço/ Unidade/ Fatia (M),110.00
1638,BRC0024F,Pedaço/ Unidade/ Fatia (M),110.00
1639,BRC0051F,Pedaço/ Unidade/ Fatia (M),120.00
1640,BRC0808F,Pedaço/ Unidade/ Fatia (M),110.00
1641,BRC0807F,Pedaço/ Unidade/ Fatia (M),110.00
1642,BRC0731F,Pedaço/ Unidade/ Fatia (M),110.00
1643,BRC0727F,Pedaço/ Unidade/ Fatia (M),110.00
1644,BRC0728F,Pedaço/ Unidade/ Fatia (M),110.00
1645,BRC0730F,Porção média,100.00
1646,BRC0729F,Pedaço/ Unidade/ Fatia (M),110.00
1647,BRC0732F,Pedaço/ Unidade/ Fatia (M),110.00
1648,BRC0734F,Pedaço/ Unidade/ Fatia (M),110.00
1649,BRC0733F,Pedaço/ Unidade/ Fatia (M),110.00
1650,BRC0735F,Pedaço/ Unidade/ Fatia (M),110.00
1651,BRC0755F,Pedaço/ Unidade/ Fatia (M),110.00
1652,BRC0754F,Pedaço/ Unidade/ Fatia (M),110.00
1653,BRC0052F,Pedaço/ Unidade/ Fatia (M),70.00
1654,BRC0753F,Pedaço/ Unidade/ Fatia (M),110.00
1655,BRC0759F,Pedaço/ Unidade/ Fatia (M),110.00
1656,BRC0758F,Pedaço/ Unidade/ Fatia (M),110.00
1657,BRC0372F,Pedaço/ Unidade/ Fatia (M),110.00
1658,BRC0373F,Pedaço/ Unidade/ Fatia (M),110.00
1659,BRC0751F,Pedaço/ Unidade/ Fatia (M),110.00
1660,BRC0757F,Pedaço/ Unidade/ Fatia (M),110.00
1661,BRC0756F,Pedaço/ Unidade/ Fatia (M),110.00
1662,BRC0599F,Pedaço/ Unidade/ Fatia (M),110.00
1663,BRC0598F,Pedaço/ Unidade/ Fatia (M),110.00
1664,BRC0065F,Porção média,120.00
1665,BRC0597F,Pedaço/ Unidade/ Fatia (M),110.00
1666,BRC0596F,Pedaço/ Unidade/ Fatia (M),110.00
1667,BRC0380F,Pedaço/ Unidade/ Fatia (M),110.00
1668,BRC0381F,Pedaço/ Unidade/ Fatia (M),110.00
1669,BRC0376F,Pedaço/ Unidade/ Fatia (M),110.00
1670,BRC0378F,Pedaço/ Unidade/ Fatia (M),110.00
1671,BRC0379F,Pedaço/ Unidade/ Fatia (M),110.00
1672,BRC0382F,Pedaço/ Unidade/ Fatia (M),110.00
1673,BRC0374F,Pedaço/ Unidade/ Fatia (M),110.00
1674,BRC0375F,Pedaço/ Unidade/ Fatia (M),110.00
1675,BRC0377F,Pedaço/ Unidade/ Fatia (M),110.00
1676,BRC0602F,Pedaço/ Unidade/ Fatia (M),110.00
1677,BRC0595F,Pedaço/ Unidade/ Fatia (M),110.00
1678,BRC0389F,Pedaço/ Unidade/ Fatia (M),110.00
1679,BRC0390F,Pedaço/ Unidade/ Fatia (M),110.00
1680,BRC0388F,Pedaço/ Unidade/ Fatia (M),110.00
1681,BRC0386F,Pedaço/ Unidade/ Fatia (M),110.00
1682,BRC0387F,Pedaço/ Unidade/ Fatia (M),110.00
1683,BRC0385F,Pedaço/ Unidade/ Fatia (M),110.00
1684,BRC0383F,Pedaço/ Unidade/ Fatia (M),110.00
1685,BRC0384F,Pedaço/ Unidade/ Fatia (M),110.00
1686,BRC0037F,Pedaço/ Unidade/ Fatia (M),110.00
1687,BRC0066F,Porção média,120.00
1688,BRC0393F,Pedaço/ Unidade/ Fatia (M),110.00
1689,BRC0394F,Pedaço/ Unidade/ Fatia (M),110.00
1690,BRC0391F,Pedaço/ Unidade/ Fatia (M),110.00
1691,BRC0392F,Pedaço/ Unidade/ Fatia (M),110.00
1692,BRC0800F,Pedaço/ Unidade/ Fatia (M),110.00
1693,BRC0038F,Pedaço/ Unidade/ Fatia (M),110.00
1694,BRC0067F,Porção média,120.00
1695,BRC0804F,Pedaço/ Unidade/ Fatia (M),110.00
1696,BRC0803F,Pedaço/ Unidade/ Fatia (M),110.00
1697,BRC0397F,Pedaço/ Unidade/ Fatia (M),110.00
1698,BRC0398F,Pedaço/ Unidade/ Fatia (M),110.00
1699,BRC0631F,Pedaço/ Unidade/ Fatia (M),110.00
1700,BRC0630F,Pedaço/ Unidade/ Fatia (M),110.00
1701,BRC0395F,Pedaço/ Unidade/ Fatia (M),110.00
1702,BRC0396F,Pedaço/ Unidade/ Fatia (M),110.00
1703,BRC0625F,Pedaço/ Unidade/ Fatia (M),110.00
1704,BRC0039F,Pedaço/ Unidade/ Fatia (M),110.00
1705,BRC0068F,Porção média,120.00
1706,BRC0627F,Pedaço/ Unidade/ Fatia (M),110.00
1707,BRC0626F,Pedaço/ Unidade/ Fatia (M),110.00
1708,BRC0629F,Pedaço/ Unidade/ Fatia (M),110.00
1709,BRC0628F,Pedaço/ Unidade/ Fatia (M),110.00
1710,BRC0836F,Pedaço/ Unidade/ Fatia (M),110.00
1711,BRC0399F,Pedaço/ Unidade/ Fatia (M),110.00
1712,BRC0400F,Pedaço/ Unidade/ Fatia (M),110.00
1713,BRC0810F,Pedaço/ Unidade/ Fatia (M),110.00
1714,BRC0490F,Pedaço/ Unidade/ Fatia (M),110.00
1715,BRC0491F,Pedaço/ Unidade/ Fatia (M),110.00
1716,BRC0834F,Pedaço/ Unidade/ Fatia (M),110.00
1717,BRC0040F,Pedaço/ Unidade/ Fatia (M),90.00
1718,BRC0835F,Pedaço/ Unidade/ Fatia (M),110.00
1719,BRC0070F,Porção média,120.00
1720,BRC0818F,Pedaço/ Unidade/ Fatia (M),110.00
1721,BRC0817F,Pedaço/ Unidade/ Fatia (M),110.00
1722,BRC0409F,Pedaço/ Unidade/ Fatia (M),110.00
1723,BRC0410F,Pedaço/ Unidade/ Fatia (M),110.00
1724,BRC0406F,Pedaço/ Unidade/ Fatia (M),110.00
1725,BRC0405F,Pedaço/ Unidade/ Fatia (M),110.00
1726,BRC0407F,Pedaço/ Unidade/ Fatia (M),110.00
1727,BRC0408F,Pedaço/ Unidade/ Fatia (M),110.00
1728,BRC0411F,Pedaço/ Unidade/ Fatia (M),110.00
1729,BRC0403F,Pedaço/ Unidade/ Fatia (M),110.00
1730,BRC0404F,Pedaço/ Unidade/ Fatia (M),110.00
1731,BRC0819F,Pedaço/ Unidade/ Fatia (M),110.00
1732,BRC0816F,Pedaço/ Unidade/ Fatia (M),110.00
1733,BRC0594F,Pedaço/ Unidade/ Fatia (M),110.00
1734,BRC0041F,Pedaço/ Unidade/ Fatia (M),110.00
1735,BRC0932F,Pedaço/ Unidade/ Fatia (M),110.00
1736,BRC0933F,Pedaço/ Unidade/ Fatia (M),110.00
1737,BRC0606F,Pedaço/ Unidade/ Fatia (M),110.00
1738,BRC0418F,Pedaço/ Unidade/ Fatia (M),110.00
1739,BRC0419F,Pedaço/ Unidade/ Fatia (M),110.00
1740,BRC0415F,Pedaço/ Unidade/ Fatia (M),110.00
1741,BRC0414F,Pedaço/ Unidade/ Fatia (M),110.00
1742,BRC0416F,Pedaço/ Unidade/ Fatia (M),110.00
1743,BRC0417F,Pedaço/ Unidade/ Fatia (M),110.00
1744,BRC0420F,Pedaço/ Unidade/ Fatia (M),110.00
1745,BRC0412F,Pedaço/ Unidade/ Fatia (M),110.00
1746,BRC0413F,Pedaço/ Unidade/ Fatia (M),110.00
1747,BRC0042F,Pedaço/ Unidade/ Fatia (M),110.00
1748,BRC0855F,Pedaço/ Unidade/ Fatia (M),110.00
1749,BRC0854F,Pedaço/ Unidade/ Fatia (M),110.00
1750,BRC0071F,Colher servir cheia,60.00
1751,BRC0071F,Colher servir rasa,40.00
1752,BRC0071F,Colher sopa cheia,25.00
1753,BRC0071F,Colher sopa rasa,15.00
1754,BRC0427F,Pedaço/ Unidade/ Fatia (M),110.00
1755,BRC0428F,Pedaço/ Unidade/ Fatia (M),110.00
1756,BRC0425F,Pedaço/ Unidade/ Fatia (M),110.00
1757,BRC0426F,Pedaço/ Unidade/ Fatia (M),110.00
1758,BRC0429F,Pedaço/ Unidade/ Fatia (M),110.00
1759,BRC0430F,Pedaço/ Unidade/ Fatia (M),110.00
1760,BRC0423F,Pedaço/ Unidade/ Fatia (M),110.00
1761,BRC0424F,Pedaço/ Unidade/ Fatia (M),110.00
1762,BRC0674F,Pedaço/ Unidade/ Fatia (M),110.00
1763,BRC0673F,Pedaço/ Unidade/ Fatia (M),110.00
1764,BRC0421F,Pedaço/ Unidade/ Fatia (M),110.00
1765,BRC0422F,Pedaço/ Unidade/ Fatia (M),110.00
1766,BRC0043F,Pedaço/ Unidade/ Fatia (M),110.00
1767,BRC0072F,Porção média,120.00
1768,BRC0073F,Porção média,120.00
1769,BRC0437F,Pedaço/ Unidade/ Fatia (M),110.00
1770,BRC0438F,Pedaço/ Unidade/ Fatia (M),110.00
1771,BRC0435F,Pedaço/ Unidade/ Fatia (M),110.00
1772,BRC0436F,Pedaço/ Unidade/ Fatia (M),110.00
1773,BRC0439F,Pedaço/ Unidade/ Fatia (M),110.00
1774,BRC0440F,Pedaço/ Unidade/ Fatia (M),110.00
1775,BRC0433F,Pedaço/ Unidade/ Fatia (M),110.00
1776,BRC0434F,Pedaço/ Unidade/ Fatia (M),110.00
1777,BRC0669F,Pedaço/ Unidade/ Fatia (M),110.00
1778,BRC0668F,Pedaço/ Unidade/ Fatia (M),110.00
1779,BRC0432F,Pedaço/ Unidade/ Fatia (M),110.00
1780,BRC0431F,Porção média,110.00
1781,BRC0044F,Pedaço/ Unidade/ Fatia (M),110.00
1782,BRC0074F,Porção média,120.00
1783,BRC0665F,Pedaço/ Unidade/ Fatia (M),110.00
1784,BRC0664F,Pedaço/ Unidade/ Fatia (M),110.00
1785,BRC0635F,Pedaço/ Unidade/ Fatia (M),110.00
1786,BRC0634F,Pedaço/ Unidade/ Fatia (M),110.00
1787,BRC0633F,Pedaço/ Unidade/ Fatia (M),110.00
1788,BRC0447F,Pedaço/ Unidade/ Fatia (M),110.00
1789,BRC0448F,Pedaço/ Unidade/ Fatia (M),110.00
1790,BRC0444F,Pedaço/ Unidade/ Fatia (M),110.00
1791,BRC0443F,Pedaço/ Unidade/ Fatia (M),110.00
1792,BRC0445F,Pedaço/ Unidade/ Fatia (M),110.00
1793,BRC0446F,Pedaço/ Unidade/ Fatia (M),110.00
1794,BRC0449F,Pedaço/ Unidade/ Fatia (M),110.00
1795,BRC0441F,Pedaço/ Unidade/ Fatia (M),110.00
1796,BRC0442F,Pedaço/ Unidade/ Fatia (M),110.00
1797,BRC0045F,Porção média,100.00
1798,BRC0640F,Pedaço/ Unidade/ Fatia (M),110.00
1799,BRC0639F,Pedaço/ Unidade/ Fatia (M),110.00
1800,BRC0632F,Pedaço/ Unidade/ Fatia (M),110.00
1801,BRC0076F,Porção média,120.00
1802,BRC0677F,Pedaço/ Unidade/ Fatia (M),110.00
1803,BRC0676F,Pedaço/ Unidade/ Fatia (M),110.00
1804,BRC0455F,Pedaço/ Unidade/ Fatia (M),110.00
1805,BRC0456F,Pedaço/ Unidade/ Fatia (M),110.00
1806,BRC0452F,Pedaço/ Unidade/ Fatia (M),110.00
1807,BRC0451F,Pedaço/ Unidade/ Fatia (M),110.00
1808,BRC0453F,Pedaço/ Unidade/ Fatia (M),110.00
1809,BRC0454F,Pedaço/ Unidade/ Fatia (M),110.00
1810,BRC0457F,Pedaço/ Unidade/ Fatia (M),110.00
1811,BRC0458F,Pedaço/ Unidade/ Fatia (M),110.00
1812,BRC0450F,Pedaço/ Unidade/ Fatia (M),110.00
1813,BRC0046F,Porção média,100.00
1814,BRC0461F,Pedaço/ Unidade/ Fatia (M),110.00
1815,BRC0462F,Pedaço/ Unidade/ Fatia (M),110.00
1816,BRC0463F,Pedaço/ Unidade/ Fatia (M),110.00
1817,BRC0459F,Pedaço/ Unidade/ Fatia (M),110.00
1818,BRC0460F,Pedaço/ Unidade/ Fatia (M),110.00
1819,BRC0047F,Pedaço/ Unidade/ Fatia (M),110.00
1820,BRC0077F,Porção média,120.00
1821,BRC0823F,Pedaço/ Unidade/ Fatia (M),110.00
1822,BRC0822F,Pedaço/ Unidade/ Fatia (M),110.00
1823,BRC0466F,Pedaço/ Unidade/ Fatia (M),110.00
1824,BRC0467F,Pedaço/ Unidade/ Fatia (M),110.00
1825,BRC0468F,Pedaço/ Unidade/ Fatia (M),110.00
1826,BRC0464F,Pedaço/ Unidade/ Fatia (M),110.00
1827,BRC0465F,Pedaço/ Unidade/ Fatia (M),110.00
1828,BRC0048F,Pedaço/ Unidade/ Fatia (M),110.00
1829,BRC0078F,Porção média,120.00
1830,BRC0832F,Pedaço/ Unidade/ Fatia (M),110.00
1831,BRC0565F,Pedaço/ Unidade/ Fatia (M),110.00
1832,BRC0049F,Porção média,120.00
1833,BRC0260F,Pedaço/ Unidade/ Fatia (M),110.00
1834,BRC0258F,Pedaço/ Unidade/ Fatia (M),110.00
1835,BRC0259F,Pedaço/ Unidade/ Fatia (M),110.00
1836,BRC0257F,Pedaço/ Unidade/ Fatia (M),110.00
1837,BRC0255F,Pedaço/ Unidade/ Fatia (M),110.00
1838,BRC0256F,Pedaço/ Unidade/ Fatia (M),110.00
1839,BRC0276F,Pedaço/ Unidade/ Fatia (M),110.00
1840,BRC0277F,Pedaço/ Unidade/ Fatia (M),110.00
1841,BRC0273F,Pedaço/ Unidade/ Fatia (M),110.00
1842,BRC0272F,Pedaço/ Unidade/ Fatia (M),110.00
1843,BRC0274F,Pedaço/ Unidade/ Fatia (M),110.00
1844,BRC0275F,Pedaço/ Unidade/ Fatia (M),110.00
1845,BRC0278F,Pedaço/ Unidade/ Fatia (M),110.00
1846,BRC0279F,Pedaço/ Unidade/ Fatia (M),110.00
1847,BRC0270F,Pedaço/ Unidade/ Fatia (M),110.00
1848,BRC0271F,Pedaço/ Unidade/ Fatia (M),110.00
1849,BRC0267F,Pedaço/ Unidade/ Fatia (M),110.00
1850,BRC0268F,Pedaço/ Unidade/ Fatia (M),110.00
1851,BRC0269F,Pedaço/ Unidade/ Fatia (M),110.00
1852,BRC0020F,Pedaço/ Unidade/ Fatia (M),110.00
1853,BRC0050F,Pedaço/ Unidade/ Fatia (M),120.00
1854,BRC0266F,Pedaço/ Unidade/ Fatia (M),110.00
1855,BRC0264F,Pedaço/ Unidade/ Fatia (M),110.00
1856,BRC0265F,Pedaço/ Unidade/ Fatia (M),110.00
1857,BRC0263F,Pedaço/ Unidade/ Fatia (M),110.00
1858,BRC0261F,Pedaço/ Unidade/ Fatia (M),110.00
1859,BRC0262F,Pedaço/ Unidade/ Fatia (M),110.00
1860,BRC0019F,Pedaço/ Unidade/ Fatia (M),110.00
1861,BRC0289F,Pedaço/ Unidade/ Fatia (M),110.00
1862,BRC0290F,Pedaço/ Unidade/ Fatia (M),110.00
1863,BRC0286F,Pedaço/ Unidade/ Fatia (M),110.00
1864,BRC0285F,Pedaço/ Unidade/ Fatia (M),110.00
1865,BRC0287F,Pedaço/ Unidade/ Fatia (M),110.00
1866,BRC0288F,Pedaço/ Unidade/ Fatia (M),110.00
1867,BRC0291F,Pedaço/ Unidade/ Fatia (M),110.00
1868,BRC0283F,Pedaço/ Unidade/ Fatia (M),110.00
1869,BRC0284F,Pedaço/ Unidade/ Fatia (M),110.00
1870,BRC0280F,Pedaço/ Unidade/ Fatia (M),110.00
1871,BRC0281F,Pedaço/ Unidade/ Fatia (M),110.00
1872,BRC0282F,Pedaço/ Unidade/ Fatia (M),110.00
1873,BRC0021F,Pedaço/ Unidade/ Fatia (M),110.00
1874,BRC0838F,Pedaço/ Unidade/ Fatia (M),110.00
1875,BRC0837F,Pedaço/ Unidade/ Fatia (M),110.00
1876,BRC0081F,Colher servir cheia,28.00
1877,BRC0081F,Colher servir rasa,18.00
1878,BRC0082F,Colher sopa cheia,18.00
1879,BRC0083F,Porção média,100.00
1880,BRC0085F,Pedaço/ Unidade/ Fatia (M),60.00
1881,BRC0658F,Pedaço/ Unidade/ Fatia (M),110.00
1882,BRC0656F,Pedaço/ Unidade/ Fatia (M),110.00
1883,BRC0657F,Pedaço/ Unidade/ Fatia (M),110.00
1884,BRC0650F,Porção média,100.00
1885,BRC0310F,Pedaço/ Unidade/ Fatia (M),110.00
1886,BRC0308F,Porção média,100.00
1887,BRC0306F,Porção média,100.00
1888,BRC0516F,Porção média,100.00
1889,BRC0612F,Porção média,110.00
1890,BRC0611F,Porção média,110.00
1891,BRC0952F,Pedaço/ Unidade/ Fatia (M),110.00
1892,BRC0318F,Pedaço/ Unidade/ Fatia (M),110.00
1893,BRC0316F,Pedaço/ Unidade/ Fatia (M),110.00
1894,BRC0317F,Pedaço/ Unidade/ Fatia (M),110.00
1895,BRC0987F,Pedaço/ Unidade/ Fatia (M),60.00
1896,BRC0963F,Porção média,110.00
1897,BRC0970F,Porção média,110.00
1898,BRC0617F,Porção média,100.00
1899,BRC0616F,Porção média,100.00
1900,BRC0513F,Porção média,100.00
1901,BRC0352F,Porção média,100.00
1902,BRC0368F,Porção média,100.00
1903,BRC0969F,Porção média,110.00
1904,BRC0366F,Porção média,100.00
1905,BRC0968F,Porção média,110.00
1906,BRC1126F,Porção média,100.00
1907,BRC1115F,Porção média,100.00
1908,BRC0736F,Porção média,100.00
1909,BRC0879F,Pedaço/ Unidade/ Fatia (M),50.00
1910,BRC0752F,Pedaço/ Unidade/ Fatia (M),110.00
1911,BRC0036F,Pedaço/ Unidade/ Fatia (M),110.00
1912,BRC0601F,Porção média,110.00
1913,BRC0600F,Porção média,110.00
1914,BRC0802F,Porção média,100.00
1915,BRC0801F,Porção média,100.00
1916,BRC0069F,Porção média,100.00
1917,BRC1072F,Colher sopa cheia,25.00
1918,BRC0354F,Porção média,100.00
1919,BRC0025F,Pedaço/ Unidade/ Fatia (M),110.00
1920,BRC0245F,Colher servir cheia,60.00
1921,BRC0245F,Colher servir rasa,40.00
1922,BRC0245F,Colher sopa cheia,25.00
1923,BRC0245F,Colher sopa rasa,15.00
1924,BRC0244F,Colher servir cheia,60.00
1925,BRC0244F,Colher servir rasa,40.00
1926,BRC0244F,Colher sopa cheia,25.00
1927,BRC0244F,Colher sopa rasa,15.00
1928,BRC0670F,Porção média,100.00
1929,BRC0672F,Porção média,110.00
1930,BRC0671F,Porção média,110.00
1931,BRC0947F,Pedaço/ Unidade/ Fatia (M),110.00
1932,BRC0663F,Porção média,100.00
1933,BRC0667F,Porção média,100.00
1934,BRC0666F,Pedaço/ Unidade/ Fatia (M),110.00
1935,BRC0075F,Porção média,100.00
1936,BRC0636F,Pedaço/ Unidade/ Fatia (M),110.00
1937,BRC0638F,Porção média,110.00
1938,BRC0637F,Porção média,110.00
1939,BRC0675F,Porção média,100.00
1940,BRC0967F,Porção média,110.00
1941,BRC0966F,Porção média,110.00
1942,BRC0965F,Porção média,110.00
1943,BRC0964F,Porção média,110.00
1944,BRC0018F,Pedaço/ Unidade/ Fatia (M),110.00
1945,BRC0946F,Pedaço/ Unidade/ Fatia (M),110.00
1946,BRC0944F,Pedaço/ Unidade/ Fatia (M),110.00
1947,BRC0945F,Pedaço/ Unidade/ Fatia (M),110.00
1948,BRC0856F,Fatia média,30.00
1949,BRC0035F,Pedaço/ Unidade/ Fatia (M),110.00
1950,BRC0870F,Porção média,100.00
1951,BRC0833F,Porção média,100.00
1952,BRC0512F,Pedaço/ Unidade/ Fatia (M),110.00
1953,BRC0087F,Porção média,100.00
1954,BRC0252F,Porção média,100.00
1955,BRC0086F,Porção média,100.00
1956,BRC0088F,Porção média,100.00
1957,BRC0798F,Pedaço/ Unidade/ Fatia (M),110.00
1958,BRC0797F,Pedaço/ Unidade/ Fatia (M),110.00
1959,BRC0090F,Porção média,100.00
1960,BRC0850F,Pedaço/ Unidade/ Fatia (M),110.00
1961,BRC0583F,Porção média,100.00
1962,BRC0586F,Pedaço/ Unidade/ Fatia (M),110.00
1963,BRC0588F,Pedaço/ Unidade/ Fatia (M),110.00
1964,BRC0587F,Porção média,110.00
1965,BRC0589F,Pedaço/ Unidade/ Fatia (M),110.00
1966,BRC0871F,Pedaço/ Unidade/ Fatia (M),110.00
1967,BRC0796F,Pedaço/ Unidade/ Fatia (M),120.00
1968,BRC0089F,Porção média,100.00
1969,BRC0091F,Porção média,100.00
1970,BRC0092F,Porção média,100.00
1971,BRC0093F,Porção média,100.00
1972,BRC0094F,Porção média,100.00
1973,BRC0096F,Porção média,100.00
1974,BRC0095F,Porção média,100.00
1975,BRC1083F,Porção média,100.00
1976,BRC1080F,Porção média,100.00
1977,BRC1090F,Porção média,100.00
1978,BRC1082F,Pedaço médio,100.00
1979,BRC1081F,Porção média,100.00
1980,BRC1078F,Porção média,100.00
1981,BRC1079F,Porção média,100.00
1982,BRC1084F,Porção média,100.00
1983,BRC1085F,Colher servir cheia,60.00
1984,BRC0865F,Pedaço/ Unidade/ Fatia (M),110.00
1985,BRC0864F,Pedaço/ Unidade/ Fatia (M),110.00
1986,BRC0567F,Pedaço/ Unidade/ Fatia (M),110.00
1987,BRC0582F,Pedaço/ Unidade/ Fatia (M),110.00
1988,BRC0863F,Pedaço/ Unidade/ Fatia (M),110.00
1989,BRC0862F,Pedaço/ Unidade/ Fatia (M),110.00
1990,BRC0097F,Porção média,100.00
1991,BRC1122F,Porção média,100.00
1992,BRC0553E,Porção média,100.00
1993,BRC0998F,Porção média,100.00
1994,BRC0999F,Porção média,100.00
1995,BRC0746F,Pedaço/ Unidade/ Fatia (M),110.00
1996,BRC0745F,Pedaço/ Unidade/ Fatia (M),110.00
1997,BRC0742F,Pedaço/ Unidade/ Fatia (M),110.00
1998,BRC0741F,Porção média,100.00
1999,BRC0740F,Pedaço/ Unidade/ Fatia (M),110.00
2000,BRC0739F,Pedaço/ Unidade/ Fatia (M),110.00
2001,BRC0750F,Pedaço/ Unidade/ Fatia (M),110.00
2002,BRC0749F,Pedaço/ Unidade/ Fatia (M),110.00
2003,BRC0251F,Pedaço/ Unidade/ Fatia (M),80.00
2004,BRC0744F,Pedaço/ Unidade/ Fatia (M),110.00
2005,BRC0743F,Pedaço/ Unidade/ Fatia (M),110.00
2006,BRC0748F,Pedaço/ Unidade/ Fatia (M),110.00
2007,BRC0747F,Pedaço/ Unidade/ Fatia (M),110.00
2008,BRC0498F,Pedaço/ Unidade/ Fatia (M),110.00
2009,BRC0104F,Pedaço/ Unidade/ Fatia (M),110.00
2010,BRC0533F,Pedaço/ Unidade/ Fatia (M),110.00
2011,BRC0537F,Pedaço/ Unidade/ Fatia (M),110.00
2012,BRC0532F,Pedaço/ Unidade/ Fatia (M),110.00
2013,BRC0536F,Pedaço/ Unidade/ Fatia (M),110.00
2014,BRC0724F,Pedaço/ Unidade/ Fatia (M),110.00
2015,BRC0723F,Pedaço/ Unidade/ Fatia (M),110.00
2016,BRC0722F,Pedaço/ Unidade/ Fatia (M),110.00
2017,BRC0721F,Pedaço/ Unidade/ Fatia (M),110.00
2018,BRC0713F,Pedaço/ Unidade/ Fatia (M),110.00
2019,BRC0712F,Pedaço/ Unidade/ Fatia (M),110.00
2020,BRC0711F,Pedaço/ Unidade/ Fatia (M),120.00
2021,BRC0876F,Pedaço/ Unidade/ Fatia (M),110.00
2022,BRC0105F,Pedaço/ Unidade/ Fatia (M),110.00
2023,BRC0535F,Pedaço/ Unidade/ Fatia (M),110.00
2024,BRC0539F,Pedaço/ Unidade/ Fatia (M),110.00
2025,BRC0534F,Pedaço/ Unidade/ Fatia (M),110.00
2026,BRC0538F,Pedaço/ Unidade/ Fatia (M),110.00
2027,BRC0106F,Colher sopa cheia,25.00
2028,BRC0106F,Pedaço/ Unidade/ Fatia (M),6.00
2029,BRC0775F,Colher sopa cheia,25.00
2030,BRC0775F,Pedaço/ Unidade/ Fatia (M),6.00
2031,BRC0774F,Colher sopa cheia,25.00
2032,BRC0774F,Pedaço/ Unidade/ Fatia (M),6.00
2033,BRC0119F,Pedaço/ Unidade/ Fatia (M),15.00
2034,BRC0120F,Pedaço/ Unidade/ Fatia (M),15.00
2035,BRC0773F,Colher sopa cheia,25.00
2036,BRC0773F,Pedaço/ Unidade/ Fatia (M),6.00
2037,BRC0772F,Colher sopa cheia,25.00
2038,BRC0772F,Pedaço/ Unidade/ Fatia (M),6.00
2039,BRC0771F,Colher sopa cheia,25.00
2040,BRC0771F,Pedaço/ Unidade/ Fatia (M),6.00
2041,BRC0107F,Colher sopa cheia,25.00
2042,BRC0107F,Pedaço/ Unidade/ Fatia (M),6.00
2043,BRC0777F,Colher sopa cheia,25.00
2044,BRC0777F,Pedaço/ Unidade/ Fatia (M),6.00
2045,BRC0776F,Colher sopa cheia,25.00
2046,BRC0776F,Pedaço/ Unidade/ Fatia (M),6.00
2047,BRC0124F,Porção média,160.00
2048,BRC0125F,Porção média,160.00
2049,BRC0936F,Pedaço/ Unidade/ Fatia (M),75.00
2050,BRC0937F,Pedaço/ Unidade/ Fatia (M),75.00
2051,BRC0842F,Pedaço/ Unidade/ Fatia (M),110.00
2052,BRC0108F,Pedaço/ Unidade/ Fatia (M),75.00
2053,BRC0121F,Porção média,110.00
2054,BRC0122F,Porção média,110.00
2055,BRC0843F,Pedaço/ Unidade/ Fatia (M),110.00
2056,BRC0109F,Pedaço/ Unidade/ Fatia (M),60.00
2057,BRC0123F,Porção média,100.00
2058,BRC0118F,Porção média,110.00
2059,BRC0475F,Porção média,110.00
2060,BRC0473F,Porção média,130.00
2061,BRC0474F,Porção média,110.00
2062,BRC0099F,Pedaço/ Unidade/ Fatia (M),18.00
2063,BRC0779F,Pedaço/ Unidade/ Fatia (M),110.00
2064,BRC0128F,Porção média,40.00
2065,BRC0117F,Pedaço/ Unidade/ Fatia (M),110.00
2066,BRC0781F,Pedaço/ Unidade/ Fatia (M),100.00
2067,BRC0780F,Pedaço/ Unidade/ Fatia (M),110.00
2068,BRC0718F,Pedaço/ Unidade/ Fatia (M),110.00
2069,BRC0717F,Pedaço/ Unidade/ Fatia (M),110.00
2070,BRC0129F,Porção média,120.00
2071,BRC0111F,Pedaço/ Unidade/ Fatia (M),110.00
2072,BRC0552F,Pedaço/ Unidade/ Fatia (M),110.00
2073,BRC0553F,Pedaço/ Unidade/ Fatia (M),110.00
2074,BRC0547F,Pedaço/ Unidade/ Fatia (M),110.00
2075,BRC0546F,Porção média,100.00
2076,BRC0548F,Pedaço/ Unidade/ Fatia (M),110.00
2077,BRC0550F,Pedaço/ Unidade/ Fatia (M),110.00
2078,BRC0544F,Pedaço/ Unidade/ Fatia (M),110.00
2079,BRC0545F,Pedaço/ Unidade/ Fatia (M),110.00
2080,BRC0549F,Pedaço/ Unidade/ Fatia (M),110.00
2081,BRC0551F,Pedaço/ Unidade/ Fatia (M),110.00
2082,BRC0542F,Pedaço/ Unidade/ Fatia (M),110.00
2083,BRC0543F,Pedaço/ Unidade/ Fatia (M),110.00
2084,BRC0540F,Pedaço/ Unidade/ Fatia (M),110.00
2085,BRC0541F,Pedaço/ Unidade/ Fatia (M),110.00
2086,BRC0720F,Pedaço/ Unidade/ Fatia (M),110.00
2087,BRC0719F,Pedaço/ Unidade/ Fatia (M),110.00
2088,BRC0110F,Pedaço/ Unidade/ Fatia (M),110.00
2089,BRC0130F,Porção média,120.00
2090,BRC0716F,Pedaço/ Unidade/ Fatia (M),110.00
2091,BRC0715F,Pedaço/ Unidade/ Fatia (M),110.00
2092,BRC0714F,Pedaço/ Unidade/ Fatia (M),110.00
2093,BRC1020F,Pedaço/ Unidade/ Fatia (M),18.00
2094,BRC0840F,Colher sopa cheia,25.00
2095,BRC0249F,Colher sopa cheia,25.00
2096,BRC0249F,Pedaço/ Unidade/ Fatia (M),16.00
2097,BRC0131F,Porção média,30.00
2098,BRC0908F,Porção média,110.00
2099,BRC0909F,Porção média,110.00
2100,BRC0907F,Porção média,110.00
2101,BRC0229F,Porção média,120.00
