id,code,url,portuguese_name,name,cientific_name,group,brand
3524,BRC0440N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=cBym4IX0msfNXNTJQeuYIQ%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3525,BRC0441N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=9N0DXApIzmoofSJK022BVg%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3526,BRC0194N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=U%2B2aHJKlz7GZ3AyL0%2F4cKg%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3527,BRC0197N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6mLnqAhJTb8gbYYrZ6bUOg%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3528,BRC0195N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=d2PoNTCRA1Oykkja4bOI0g%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3529,BRC0196N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=IE%2FNYwoPLe2gPHNcBtlY6A%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3530,BRC0198N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WXGNFvDZy2kQFQR0%2BWOmgg%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3531,BRC0199N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=uWilfD0vVTs8KAubzIv%2BRA%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3532,BRC0514N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=SMkW%2Bo%2ByxItnQTrQMoyu6Q%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3533,BRC0517N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6Y%2FWwuVbsFSktcHikby4Fw%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3534,BRC0515N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=sMzAp0frFqpl8jqaSCNmRA%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3535,BRC0516N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=XaZDYjbo%2FmHWuoBupOmuFw%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3536,BRC0518N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=tSad6gixpvoamsyuaM%2FHZg%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3537,BRC0519N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Q4DsOasHAIEuldwtQtAwpQ%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3538,BRC0472N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=a9bUqEm61SWXuU%2FqMwNwog%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3539,BRC0475N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yvLHFk3k1TaNhKVRMLTwYg%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3540,BRC0473N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=fXvJP3PPVnk0sR%2B%2FxQU6lQ%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3541,BRC0474N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qgDMCBrLf3Rthjpg5y6hcQ%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3542,BRC0476N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=4gdKgeXEDKt8ZFF5z0UvZw%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3543,BRC0477N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=2rQU2CosayJw7HEsJYF1Xw%3D%3D,"Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3544,BRC0532N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=0IWmod05n5MYUk6wbViGtA%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3545,BRC0535N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ibwuZoSxYyDR7cJwtjKQkg%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3546,BRC0533N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=noObx5kswNSS7CX1aw4%2FSw%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3547,BRC0534N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=l%2FwSMGJ21anvKgTMS%2FUk%2BA%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3548,BRC0536N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=klgYF4xNf3dtbYW2%2B%2BBMXg%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3549,BRC0537N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=W26McDEkUwb0w%2FVHtU3gsw%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3550,BRC0490N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=OGEkJ7U0TjXgqs0CqLVuHQ%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3551,BRC0493N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=wVmgc4dzgM%2FScJ4F9EakFQ%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3552,BRC0491N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Fk4w%2FTjuKeSu2yPo27%2FevQ%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3553,BRC0492N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=SGmS%2BF58t728Mt2WMKD1%2Bw%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3554,BRC0494N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=wBgTbCmpyyc2%2FkhVlQYw3Q%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3555,BRC0495N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qhEBfolmlO9Fcfq5%2FbhZew%3D%3D,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3556,BRC0623N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Ux4cBAj%2B7cAI8GZqKlPuHQ%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3557,BRC0626N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=oPhzBd79bgzYrCzY5Y6mgw%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3558,BRC0624N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=SKMUQZ7so7XErGE0WjHdXA%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3559,BRC0625N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=LHUW58UQBZ1A%2F9S8I7GFWQ%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3560,BRC0627N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=SOtqTbdsSrjil9ZEzj2LdA%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3561,BRC0628N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=iM%2FYHi6bd6dwn%2FJdrMBNgg%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3562,BRC0617N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=mMQLvKNETwxXXOJmCkOQqg%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3563,BRC0620N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=touABhh%2BhRTPQOtVPKebPw%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3564,BRC0618N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=fCy51ck6YfKB9S9%2F20CXRw%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3565,BRC0619N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=YK1jjOFw7Yg7aKUUHodSqQ%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3566,BRC0621N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=dciX7DWLXBNtWd39y34bHg%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3567,BRC0622N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=AklrSD0iCR5%2F5xHq9c%2BOWQ%3D%3D,"Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3568,BRC0538N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=KUHkVSXG7a%2Btlv2YKhkL1w%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3569,BRC0541N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=2npsg%2B1k%2F0ZPRfLNmjuKWQ%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3570,BRC0539N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=mVSmfZUwvPQTrOLB0V4iAA%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3571,BRC0540N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=UEHZzLaktD1U8s8QWYqNvA%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3572,BRC0542N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Wvzd8WBLrMOM0wDtIYG%2BcA%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3573,BRC0543N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=LDDE5TC1VR4cKpvXSDvmsA%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3574,BRC0496N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=liVHEP2SKLIRIKM036jEbw%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3575,BRC0499N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ZR7PCQmGj%2BQUZ1ziaZOzqw%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3576,BRC0497N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=JxcRl5%2FoW0OHaS8bLP8iqg%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3577,BRC0498N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=eBt6u0bb6vahFL%2FN8h95HQ%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3578,BRC0500N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=zFQn6eKujudKQHGFBnRJAQ%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3579,BRC0501N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=gcJl5MTqkCjEmCEezeL0vg%3D%3D,"Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
