id,code,url,portuguese_name,name,cientific_name,group,brand
3459,BRC0616N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=zoGANmSBR90htqD17Mps%2BA%3D%3D,"Papa de carne bovina moída (acém), arroz branco e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), arroz branco e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3460,BRC0345N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=tTndkTqKAYrt9LnTtLxGuw%3D%3D,"Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3461,BRC0346N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=SnxG2JrKqafJrA4m2SJWGA%3D%3D,"Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3462,BRC0343N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=5FNES1YHmrwuxs2Li4Qebg%3D%3D,"Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola, c/ azeite de oliva, c/ sal","Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola, c/ azeite de oliva, c/ sal",,Alimentos para fins especiais,
3463,BRC0347N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=htAEDHsDW%2F3TePrw1y3xnw%3D%3D,"Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola, c/ azeite de oliva, s/ sal","Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola, c/ azeite de oliva, s/ sal",,Alimentos para fins especiais,
3464,BRC0348N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=jUsRewe3skV07t%2B7%2FVDVrg%3D%3D,"Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3465,BRC0349N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=y6fjjMOcYyfcj78Ml%2F62wA%3D%3D,"Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), arroz e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3466,BRC0502N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qECxcYGVwCPLTm4bsCXwUg%3D%3D,"Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3467,BRC0513N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=TAzJ%2FJIJcJuoyCyCJcol6w%3D%3D,"Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3468,BRC0509N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=K%2BBL6uas3nivudfVfFIEgA%3D%3D,"Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3469,BRC0510N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=d4ebJh9a5TQ7NpO19%2B4Uvw%3D%3D,"Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3470,BRC0511N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=jGQiLmZrjNyQXN67L5wHWQ%3D%3D,"Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3471,BRC0512N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=oNPfXSj93xy%2FDLBDFMUqnw%3D%3D,"Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), batata e abóbora cabotian (japonesa), c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3472,BRC0454N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=1%2BhP2iBxy6cQym%2F%2Bk%2BYzHw%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3473,BRC0457N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=5cUul%2F4MCjmsrGi6PNwjhg%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3474,BRC0455N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=wSWAUKKUycafy7z01ciZKw%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3475,BRC0456N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=xeuyL5pTfyaK4JddfwmAlA%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3476,BRC0458N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=MwuhZVgMg0Z9n3vBxkKSYg%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola, s/ óleo c/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola, s/ óleo c/ sal",,Alimentos para fins especiais,
3477,BRC0459N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ZpeHLGmNJeHEKTIt%2B%2FaXnQ%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola, s/ óleo s/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de carne, c/ cebola, s/ óleo s/ sal",,Alimentos para fins especiais,
3478,BRC0224N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=MbAsZono2tfyt1%2F0pcnNoA%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3479,BRC0227N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=I3FsfJ817puT%2FU%2FPVDSJ9A%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3480,BRC0225N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=IsbV2Dr%2BjaRiYY%2F5ED9S1Q%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3481,BRC0226N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WByT7gkRxc12IBX43HhVoQ%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3482,BRC0228N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=vBiPDMgmvn5MooSYDJfElA%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3483,BRC0229N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=4knpyrFT7eq%2F31maEXZodw%3D%3D,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3484,BRC0442N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=%2FONCuhda%2BdXFQduRcEH4ag%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3485,BRC0445N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=v%2BdpFv%2B2swFsadmKL7t4WA%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3486,BRC0443N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Xkp7JzMtvRaVapnc88XK4w%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3487,BRC0444N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=4Z1up7H5Jog7AI8XTcFClQ%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3488,BRC0446N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=8Cg1tcdDE701Nt886PRCng%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3489,BRC0447N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=9j4GLq%2BREzBYAfa6WR1xHA%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3490,BRC0212N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=fp%2BeOhw67iLWa4WS8pND%2FA%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3491,BRC0215N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=7%2FhiDz0zdgqW%2FgfBVGuX8g%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3492,BRC0214N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=r867tzboDrgaEL5J3QMxAA%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3493,BRC0216N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=uFCv3bE3dp1NpybXRcxzPg%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3494,BRC0217N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=uCtid3nULSajlFk8iS6RuA%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3495,BRC0213N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6kdnwKoyhUGq4dl0%2BYKsRQ%3D%3D,"Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, salsa), c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), cenoura e batata baroa (mandioquinha, salsa), c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3496,BRC0389N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yt5dfJj3jYzef%2Bm0gAQ%2F%2Fg%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3497,BRC0391N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ZuixcKSn%2FsNvsC60cl0f%2BA%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3498,BRC0315N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=B14Dndc6DMFVqlDMv2gi5w%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3499,BRC0390N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=RNbcBbLmJaB8LAP1RlMpTQ%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3500,BRC0392N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=f95%2BomP%2BZ6TCMRtTbshdHQ%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3501,BRC0393N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=MKjoN64uPiZ9caKYDmGIuQ%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3502,BRC0103N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=3VfqvX46XyC7TqqX%2BqvNLg%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3503,BRC0105N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=pN4SPe%2BV7E68ZKf1oLGbDA%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3504,BRC0102N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=xKTYs4hVqMY7N1F%2F4cEmDg%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3505,BRC0104N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qz3Wi2MlqECkxdW8KXNy9Q%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3506,BRC0106N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yHGZlyGtAchULrXd3ysaHQ%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola, s/ óleo de soja, c/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola, s/ óleo de soja, c/ sal",,Alimentos para fins especiais,
3507,BRC0107N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=KtTxmQcTxN4LfKIsFERr9Q%3D%3D,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola, s/ óleo de soja, s/ sal","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola, s/ óleo de soja, s/ sal",,Alimentos para fins especiais,
3508,BRC0660N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=xykPeqwVd%2FpC3L7ZDb8Reg%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3509,BRC0662N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=nZFZf6LEOEjDMpAtOyu9GA%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3510,BRC0659N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=oWA6AvPSHD%2F3x14axZZxYw%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3511,BRC0661N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=sutWHl1lOCgIaB99zRUbJg%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3512,BRC0663N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=lAddVPOmMLkHYdL1gL3iJQ%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3513,BRC0664N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=7KR5h7HsEpD1SHIh4V0kgA%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3514,BRC0666N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=mClqMM%2B6a%2B%2BZh6g%2Fz5vNRA%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3515,BRC0668N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=%2FN042W1dVH6V%2F6o%2BHSJz0g%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3516,BRC0665N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6kVnf8fgWkYhCj2ot8Yz%2Bw%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3517,BRC0667N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=g1y%2FE4rNhFSys3J2EM%2BOXg%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3518,BRC0669N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=TJy9afKrHx1T6xI4S7FAZA%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3519,BRC0670N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=nLzj4na6PiK1cyJJNGRoig%3D%3D,"Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3520,BRC0436N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=I3Y1ES0ZjRJbZiDy%2FI%2FqYQ%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3521,BRC0439N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=V%2BHTBNllo0jlal90yVvP0A%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3522,BRC0437N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=eYEZ4tP190D1OGTDwzw7zQ%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3523,BRC0438N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=DrSBMs0f%2FXoOTV0o7PYnGg%3D%3D,"Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
